Sample_name,Dataset,Complete,Single,Duplicated,Fragmented,Missing,n_markers,Scores_bacteria_odb10,Scores_archaea_odb10,Scores_eukaryota_odb10
results_lake_bins/13m_140,bacteria_odb10,62.1,62.1,0,13.7,24.2,124,"C:62.1%[S:62.1%,D:0.0%],F:13.7%,M:24.2%,n:124","C:10.8%[S:10.8%,D:0.0%],F:3.6%,M:85.6%,n:194","C:2.0%[S:2.0%,D:0.0%],F:2.4%,M:95.6%,n:255"
results_lake_bins/9m_66,bacteria_odb10,96.8,24.2,72.6,1.6,1.6,124,"C:96.8%[S:24.2%,D:72.6%],F:1.6%,M:1.6%,n:124","C:20.1%[S:4.6%,D:15.5%],F:1.5%,M:78.4%,n:194","C:3.5%[S:0.8%,D:2.7%],F:0.4%,M:96.1%,n:255"
results_lake_bins/5m_163,bacteria_odb10,51.6,48.4,3.2,19.4,29,124,"C:51.6%[S:48.4%,D:3.2%],F:19.4%,M:29.0%,n:124","C:5.7%[S:5.2%,D:0.5%],F:2.6%,M:91.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255"
results_lake_bins/9m_39,bacteria_odb10,66.9,26.6,40.3,7.3,25.8,124,"C:66.9%[S:26.6%,D:40.3%],F:7.3%,M:25.8%,n:124","C:16.5%[S:5.7%,D:10.8%],F:2.6%,M:80.9%,n:194","C:5.8%[S:2.7%,D:3.1%],F:2.0%,M:92.2%,n:255"
results_lake_bins/11m_114,archaea_odb10,1,1,0,0,99,194,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mm_217,flavobacteriales_odb10,63.7,62.6,1.1,7,29.3,733,"C:58.0%[S:55.6%,D:2.4%],F:12.1%,M:29.9%,n:124","C:14.9%[S:14.9%,D:0.0%],F:5.2%,M:79.9%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.4%,M:96.4%,n:255"
results_lake_bins/15_5m_280,bacteria_odb10,35.5,29,6.5,12.1,52.4,124,"C:35.5%[S:29.0%,D:6.5%],F:12.1%,M:52.4%,n:124","C:7.2%[S:5.7%,D:1.5%],F:2.6%,M:90.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255"
results_lake_bins/15_5m_179,archaea_odb10,1.5,1.5,0,0.5,98,194,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15_5m_18,burkholderiales_odb10,70.2,36.8,33.4,13.4,16.4,688,"C:58.9%[S:35.5%,D:23.4%],F:18.5%,M:22.6%,n:124","C:12.4%[S:6.2%,D:6.2%],F:4.1%,M:83.5%,n:194","C:4.7%[S:3.9%,D:0.8%],F:1.6%,M:93.7%,n:255"
results_lake_bins/15_5m_126,bacteria_odb10,26.6,26.6,0,16.9,56.5,124,"C:26.6%[S:26.6%,D:0.0%],F:16.9%,M:56.5%,n:124","C:4.1%[S:4.1%,D:0.0%],F:5.2%,M:90.7%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
results_lake_bins/9m_113,bacteria_odb10,62.9,62.9,0,11.3,25.8,124,"C:62.9%[S:62.9%,D:0.0%],F:11.3%,M:25.8%,n:124","C:9.8%[S:9.8%,D:0.0%],F:4.6%,M:85.6%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.0%,M:95.3%,n:255"
results_lake_bins/15_5m_47,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
results_lake_bins/15_5m_228,flavobacteriales_odb10,78.3,74.8,3.5,4.5,17.2,733,"C:87.9%[S:69.4%,D:18.5%],F:5.6%,M:6.5%,n:124","C:14.4%[S:13.4%,D:1.0%],F:5.2%,M:80.4%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.0%,M:94.9%,n:255"
results_lake_bins/15mm_146,bacteria_odb10,66.1,54.8,11.3,16.1,17.8,124,"C:66.1%[S:54.8%,D:11.3%],F:16.1%,M:17.8%,n:124","C:9.8%[S:7.2%,D:2.6%],F:5.7%,M:84.5%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_9,bacteria_odb10,22.6,19.4,3.2,11.3,66.1,124,"C:22.6%[S:19.4%,D:3.2%],F:11.3%,M:66.1%,n:124","C:5.2%[S:5.2%,D:0.0%],F:2.6%,M:92.2%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/15_5m_277,bacteria_odb10,41.1,41.1,0,9.7,49.2,124,"C:41.1%[S:41.1%,D:0.0%],F:9.7%,M:49.2%,n:124","C:10.8%[S:10.8%,D:0.0%],F:4.6%,M:84.6%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.0%,M:94.5%,n:255"
results_lake_bins/15mw_120,bacteria_odb10,7.2,5.6,1.6,3.2,89.6,124,"C:7.2%[S:5.6%,D:1.6%],F:3.2%,M:89.6%,n:124","C:3.6%[S:1.5%,D:2.1%],F:1.5%,M:94.9%,n:194","C:1.2%[S:0.8%,D:0.4%],F:0.0%,M:98.8%,n:255"
results_lake_bins/17m_53,bacteria_odb10,64.5,60.5,4,8.9,26.6,124,"C:64.5%[S:60.5%,D:4.0%],F:8.9%,M:26.6%,n:124","C:8.2%[S:8.2%,D:0.0%],F:3.6%,M:88.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/9m_242,eukaryota_odb10,1.2,1.2,0,0.4,98.4,255,"C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:0.5%[S:0.0%,D:0.5%],F:0.5%,M:99.0%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/15_5m_68,bacteria_odb10,67.7,54,13.7,17.7,14.6,124,"C:67.7%[S:54.0%,D:13.7%],F:17.7%,M:14.6%,n:124","C:10.8%[S:8.2%,D:2.6%],F:4.6%,M:84.6%,n:194","C:1.6%[S:1.2%,D:0.4%],F:2.0%,M:96.4%,n:255"
results_lake_bins/15mw_201,bacteria_odb10,92,21,71,7.3,0.7,124,"C:92.0%[S:21.0%,D:71.0%],F:7.3%,M:0.7%,n:124","C:20.1%[S:6.7%,D:13.4%],F:3.6%,M:76.3%,n:194","C:4.3%[S:2.7%,D:1.6%],F:1.6%,M:94.1%,n:255"
results_lake_bins/15_5m_156,spirochaetales_odb10,93.3,93,0.3,2.6,4.1,345,"C:75.0%[S:74.2%,D:0.8%],F:12.9%,M:12.1%,n:124","C:18.0%[S:17.0%,D:1.0%],F:5.2%,M:76.8%,n:194","C:4.3%[S:3.9%,D:0.4%],F:2.0%,M:93.7%,n:255"
results_lake_bins/15mm_238,bacteria_odb10,1.6,1.6,0,1.6,96.8,124,"C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/15_5m_37,bacteria_odb10,62.1,32.3,29.8,10.5,27.4,124,"C:62.1%[S:32.3%,D:29.8%],F:10.5%,M:27.4%,n:124","C:12.4%[S:9.8%,D:2.6%],F:2.6%,M:85.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
results_lake_bins/5m_33,archaea_odb10,2.1,2.1,0,1,96.9,194,"C:0.8%[S:0.8%,D:0.0%],F:3.2%,M:96.0%,n:124","C:2.1%[S:2.1%,D:0.0%],F:1.0%,M:96.9%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
results_lake_bins/15_5m_258,bacteria_odb10,53.2,43.5,9.7,18.5,28.3,124,"C:53.2%[S:43.5%,D:9.7%],F:18.5%,M:28.3%,n:124","C:9.8%[S:7.7%,D:2.1%],F:7.2%,M:83.0%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:255"
results_lake_bins/15mm_169,bacteria_odb10,70.2,62.9,7.3,3.2,26.6,124,"C:70.2%[S:62.9%,D:7.3%],F:3.2%,M:26.6%,n:124","C:16.5%[S:14.4%,D:2.1%],F:3.6%,M:79.9%,n:194","C:3.9%[S:3.5%,D:0.4%],F:2.7%,M:93.4%,n:255"
results_lake_bins/15_5m_207,bacteria_odb10,1.6,1.6,0,0.8,97.6,124,"C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/17m_23,bacteroidia_odb10,71.2,70.6,0.6,5.4,23.4,538,"C:58.9%[S:58.1%,D:0.8%],F:6.5%,M:34.6%,n:124","C:14.9%[S:14.9%,D:0.0%],F:1.5%,M:83.6%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:255"
results_lake_bins/9m_232,micrococcales_odb10,74.8,74.1,0.7,7.8,17.4,537,"C:79.8%[S:79.8%,D:0.0%],F:10.5%,M:9.7%,n:124","C:12.9%[S:12.9%,D:0.0%],F:7.7%,M:79.4%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.2%,M:95.3%,n:255"
results_lake_bins/11m_193,bacteria_odb10,54,24.2,29.8,15.3,30.7,124,"C:54.0%[S:24.2%,D:29.8%],F:15.3%,M:30.7%,n:124","C:7.2%[S:1.0%,D:6.2%],F:4.1%,M:88.7%,n:194","C:3.6%[S:1.6%,D:2.0%],F:1.6%,M:94.8%,n:255"
results_lake_bins/5m_242,bacteria_odb10,39.5,37.9,1.6,21,39.5,124,"C:39.5%[S:37.9%,D:1.6%],F:21.0%,M:39.5%,n:124","C:7.7%[S:6.7%,D:1.0%],F:6.2%,M:86.1%,n:194","C:2.8%[S:2.4%,D:0.4%],F:1.2%,M:96.0%,n:255"
results_lake_bins/13m_130,eukaryota_odb10,3.9,3.9,0,7.5,88.6,255,"C:2.4%[S:2.4%,D:0.0%],F:7.3%,M:90.3%,n:124","C:1.5%[S:1.5%,D:0.0%],F:3.1%,M:95.4%,n:194","C:3.9%[S:3.9%,D:0.0%],F:7.5%,M:88.6%,n:255"
results_lake_bins/15mm_55,bacteria_odb10,7.2,5.6,1.6,8.9,83.9,124,"C:7.2%[S:5.6%,D:1.6%],F:8.9%,M:83.9%,n:124","C:1.5%[S:1.5%,D:0.0%],F:2.1%,M:96.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
results_lake_bins/13m_3,mollicutes_odb10,3.3,3.3,0,0.7,96,151,"C:2.4%[S:2.4%,D:0.0%],F:4.8%,M:92.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.2%,M:98.4%,n:255"
results_lake_bins/5m_113,bacteria_odb10,37.1,37.1,0,17.7,45.2,124,"C:37.1%[S:37.1%,D:0.0%],F:17.7%,M:45.2%,n:124","C:6.2%[S:6.2%,D:0.0%],F:4.1%,M:89.7%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.2%,M:96.8%,n:255"
results_lake_bins/9m_49,bacteria_odb10,46.7,28.2,18.5,12.1,41.2,124,"C:46.7%[S:28.2%,D:18.5%],F:12.1%,M:41.2%,n:124","C:11.8%[S:7.2%,D:4.6%],F:3.1%,M:85.1%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.4%,M:94.5%,n:255"
results_lake_bins/11m_164,bacteria_odb10,9.7,8.9,0.8,6.5,83.8,124,"C:9.7%[S:8.9%,D:0.8%],F:6.5%,M:83.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/11m_79,sphingobacteriia_odb10,54.4,54.4,0,2.2,43.4,1068,"C:66.9%[S:66.9%,D:0.0%],F:8.1%,M:25.0%,n:124","C:14.4%[S:13.9%,D:0.5%],F:2.6%,M:83.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:0.8%,M:97.2%,n:255"
results_lake_bins/15_5m_88,archaea_odb10,0.5,0.5,0,0,99.5,194,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_34,bacteria_odb10,0,0,0,0.8,99.2,124,"C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mm_121,bacteria_odb10,50,50,0,21,29,124,"C:50.0%[S:50.0%,D:0.0%],F:21.0%,M:29.0%,n:124","C:9.8%[S:9.8%,D:0.0%],F:4.6%,M:85.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:3.5%,M:94.9%,n:255"
results_lake_bins/15mw_118,bacteria_odb10,96.8,36.3,60.5,3.2,0,124,"C:96.8%[S:36.3%,D:60.5%],F:3.2%,M:0.0%,n:124","C:21.7%[S:11.9%,D:9.8%],F:5.7%,M:72.6%,n:194","C:7.5%[S:6.7%,D:0.8%],F:1.2%,M:91.3%,n:255"
results_lake_bins/15mw_22,bacteria_odb10,11.3,10.5,0.8,11.3,77.4,124,"C:11.3%[S:10.5%,D:0.8%],F:11.3%,M:77.4%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.5%,M:97.5%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.6%,M:97.2%,n:255"
results_lake_bins/9m_183,archaea_odb10,2,0.5,1.5,0.5,97.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.0%[S:0.5%,D:1.5%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/17m_178,eukaryota_odb10,2.7,2.7,0,1.6,95.7,255,"C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
results_lake_bins/5m_24,bacteria_odb10,1.6,0.8,0.8,0,98.4,124,"C:1.6%[S:0.8%,D:0.8%],F:0.0%,M:98.4%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15_5m_20,bacteria_odb10,5.6,5.6,0,4.8,89.6,124,"C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/9m_174,archaea_odb10,3.6,1.5,2.1,0,96.4,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:3.6%[S:1.5%,D:2.1%],F:0.0%,M:96.4%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
results_lake_bins/11m_173,archaea_odb10,0.5,0.5,0,0.5,99,194,"C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15mm_1,bacteria_odb10,1.6,1.6,0,0,98.4,124,"C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15mm_42,bacteria_odb10,92,45.2,46.8,3.2,4.8,124,"C:92.0%[S:45.2%,D:46.8%],F:3.2%,M:4.8%,n:124","C:17.0%[S:9.8%,D:7.2%],F:3.6%,M:79.4%,n:194","C:3.6%[S:2.0%,D:1.6%],F:3.1%,M:93.3%,n:255"
results_lake_bins/11m_99,archaea_odb10,2,1,1,0.5,97.5,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.0%[S:1.0%,D:1.0%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/11m_103,archaea_odb10,0.5,0.5,0,0.5,99,194,"C:0.8%[S:0.0%,D:0.8%],F:0.8%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/13m_206,chromatiales_odb10,87,86.8,0.2,3.7,9.3,652,"C:89.5%[S:89.5%,D:0.0%],F:5.6%,M:4.9%,n:124","C:19.1%[S:19.1%,D:0.0%],F:3.6%,M:77.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
results_lake_bins/9m_86,bacteroidetes_odb10,97.8,97.8,0,0.5,1.7,402,"C:98.4%[S:98.4%,D:0.0%],F:1.6%,M:0.0%,n:124","C:17.0%[S:17.0%,D:0.0%],F:4.1%,M:78.9%,n:194","C:5.1%[S:5.1%,D:0.0%],F:2.0%,M:92.9%,n:255"
results_lake_bins/5m_183,eukaryota_odb10,15.7,14.9,0.8,10.2,74.1,255,"C:8.1%[S:6.5%,D:1.6%],F:12.1%,M:79.8%,n:124","C:10.3%[S:9.3%,D:1.0%],F:7.7%,M:82.0%,n:194","C:15.7%[S:14.9%,D:0.8%],F:10.2%,M:74.1%,n:255"
results_lake_bins/13m_108,burkholderiales_odb10,63.3,43.2,20.1,13.8,22.9,688,"C:74.2%[S:53.2%,D:21.0%],F:11.3%,M:14.5%,n:124","C:9.8%[S:6.2%,D:3.6%],F:6.2%,M:84.0%,n:194","C:2.0%[S:1.2%,D:0.8%],F:3.5%,M:94.5%,n:255"
results_lake_bins/5m_225,bacteroidetes_odb10,97.8,29.1,68.7,1,1.2,402,"C:96.0%[S:46.0%,D:50.0%],F:3.2%,M:0.8%,n:124","C:20.1%[S:8.2%,D:11.9%],F:3.6%,M:76.3%,n:194","C:4.7%[S:2.0%,D:2.7%],F:2.4%,M:92.9%,n:255"
results_lake_bins/15mw_137,bacteria_odb10,0.8,0.8,0,0,99.2,124,"C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/15_5m_199,mollicutes_odb10,0,0,0,0.7,99.3,151,"C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/17m_44,bacteria_odb10,92.7,66.1,26.6,4.8,2.5,124,"C:92.7%[S:66.1%,D:26.6%],F:4.8%,M:2.5%,n:124","C:21.6%[S:17.5%,D:4.1%],F:5.7%,M:72.7%,n:194","C:4.7%[S:3.9%,D:0.8%],F:4.3%,M:91.0%,n:255"
results_lake_bins/15mw_52,bacteroidia_odb10,74.2,63.4,10.8,5.9,19.9,538,"C:67.8%[S:58.1%,D:9.7%],F:8.1%,M:24.1%,n:124","C:12.9%[S:10.8%,D:2.1%],F:3.6%,M:83.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.0%,M:94.1%,n:255"
results_lake_bins/15_5m_131,acidobacteria_odb10,86.4,83.7,2.7,1.2,12.4,601,"C:89.5%[S:88.7%,D:0.8%],F:7.3%,M:3.2%,n:124","C:17.0%[S:17.0%,D:0.0%],F:2.6%,M:80.4%,n:194","C:3.2%[S:2.4%,D:0.8%],F:1.6%,M:95.2%,n:255"
results_lake_bins/5m_54,archaea_odb10,2.6,0.5,2.1,0.5,96.9,194,"C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.6%[S:0.5%,D:2.1%],F:0.5%,M:96.9%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
results_lake_bins/15_5m_50,bacteria_odb10,56.4,54,2.4,11.3,32.3,124,"C:56.4%[S:54.0%,D:2.4%],F:11.3%,M:32.3%,n:124","C:8.8%[S:8.8%,D:0.0%],F:1.5%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
results_lake_bins/5m_208,bacteria_odb10,84.6,29,55.6,6.5,8.9,124,"C:84.6%[S:29.0%,D:55.6%],F:6.5%,M:8.9%,n:124","C:10.8%[S:2.6%,D:8.2%],F:3.1%,M:86.1%,n:194","C:2.8%[S:1.6%,D:1.2%],F:1.2%,M:96.0%,n:255"
results_lake_bins/15mm_40,bacteria_odb10,56.5,56.5,0,13.7,29.8,124,"C:56.5%[S:56.5%,D:0.0%],F:13.7%,M:29.8%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.6%,M:82.0%,n:194","C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255"
results_lake_bins/11m_220,bacteria_odb10,1.6,1.6,0,1.6,96.8,124,"C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
results_lake_bins/5m_106,bacteria_odb10,99.2,25,74.2,0.8,0,124,"C:99.2%[S:25.0%,D:74.2%],F:0.8%,M:0.0%,n:124","C:19.6%[S:3.6%,D:16.0%],F:5.2%,M:75.2%,n:194","C:5.5%[S:0.4%,D:5.1%],F:2.4%,M:92.1%,n:255"
results_lake_bins/13m_98,bacteria_odb10,26.6,26.6,0,25,48.4,124,"C:26.6%[S:26.6%,D:0.0%],F:25.0%,M:48.4%,n:124","C:3.6%[S:3.6%,D:0.0%],F:4.6%,M:91.8%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:255"
results_lake_bins/11m_171,bacteria_odb10,69.4,33.9,35.5,16.1,14.5,124,"C:69.4%[S:33.9%,D:35.5%],F:16.1%,M:14.5%,n:124","C:11.3%[S:7.7%,D:3.6%],F:5.2%,M:83.5%,n:194","C:2.4%[S:1.6%,D:0.8%],F:2.4%,M:95.2%,n:255"
results_lake_bins/15mm_3,archaea_odb10,2.5,1,1.5,0,97.5,194,"C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.5%[S:1.0%,D:1.5%],F:0.0%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
results_lake_bins/5m_79,flavobacteriales_odb10,82.4,30.7,51.7,4.9,12.7,733,"C:90.3%[S:40.3%,D:50.0%],F:7.3%,M:2.4%,n:124","C:17.5%[S:7.2%,D:10.3%],F:4.6%,M:77.9%,n:194","C:3.9%[S:1.2%,D:2.7%],F:1.6%,M:94.5%,n:255"
results_lake_bins/15_5m_22,betaproteobacteria_odb10,97.1,94.6,2.5,0.9,2,569,"C:98.4%[S:78.2%,D:20.2%],F:0.0%,M:1.6%,n:124","C:19.6%[S:16.0%,D:3.6%],F:6.7%,M:73.7%,n:194","C:5.5%[S:4.7%,D:0.8%],F:0.8%,M:93.7%,n:255"
results_lake_bins/5m_26,Check_logs,-,-,-,-,-,-,-,-,-
results_lake_bins/15_5m_143,bacteria_odb10,100,20.2,79.8,0,0,124,"C:100.0%[S:20.2%,D:79.8%],F:0.0%,M:0.0%,n:124","C:19.6%[S:7.2%,D:12.4%],F:3.1%,M:77.3%,n:194","C:4.4%[S:2.4%,D:2.0%],F:2.7%,M:92.9%,n:255"
results_lake_bins/17m_69,bacteria_odb10,90.3,49.2,41.1,2.4,7.3,124,"C:90.3%[S:49.2%,D:41.1%],F:2.4%,M:7.3%,n:124","C:19.1%[S:12.9%,D:6.2%],F:4.6%,M:76.3%,n:194","C:3.9%[S:2.7%,D:1.2%],F:1.2%,M:94.9%,n:255"
results_lake_bins/9m_227,bacteria_odb10,15.3,15.3,0,21,63.7,124,"C:15.3%[S:15.3%,D:0.0%],F:21.0%,M:63.7%,n:124","C:5.7%[S:5.7%,D:0.0%],F:1.5%,M:92.8%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255"
results_lake_bins/17m_125,flavobacteriales_odb10,96.5,95.5,1,0.8,2.7,733,"C:94.4%[S:94.4%,D:0.0%],F:0.8%,M:4.8%,n:124","C:13.9%[S:13.9%,D:0.0%],F:5.2%,M:80.9%,n:194","C:3.1%[S:2.7%,D:0.4%],F:2.0%,M:94.9%,n:255"
results_lake_bins/15_5m_212,bacteria_odb10,99.2,42.7,56.5,0,0.8,124,"C:99.2%[S:42.7%,D:56.5%],F:0.0%,M:0.8%,n:124","C:24.8%[S:12.9%,D:11.9%],F:5.2%,M:70.0%,n:194","C:5.1%[S:3.5%,D:1.6%],F:2.0%,M:92.9%,n:255"
results_lake_bins/9m_159,flavobacteriales_odb10,89.3,86.2,3.1,1.5,9.2,733,"C:91.9%[S:88.7%,D:3.2%],F:5.6%,M:2.5%,n:124","C:18.5%[S:17.0%,D:1.5%],F:3.6%,M:77.9%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.0%,M:94.1%,n:255"
results_lake_bins/17m_204,burkholderiales_odb10,95.4,49.3,46.1,1.5,3.1,688,"C:100.0%[S:48.4%,D:51.6%],F:0.0%,M:0.0%,n:124","C:20.1%[S:12.4%,D:7.7%],F:5.2%,M:74.7%,n:194","C:5.1%[S:3.9%,D:1.2%],F:1.6%,M:93.3%,n:255"
results_lake_bins/9m_106,bacteria_odb10,96.8,11.3,85.5,3.2,0,124,"C:96.8%[S:11.3%,D:85.5%],F:3.2%,M:0.0%,n:124","C:20.1%[S:2.6%,D:17.5%],F:4.6%,M:75.3%,n:194","C:4.3%[S:0.4%,D:3.9%],F:2.7%,M:93.0%,n:255"
results_lake_bins/15_5m_133,bacteria_odb10,29.8,29.8,0,14.5,55.7,124,"C:29.8%[S:29.8%,D:0.0%],F:14.5%,M:55.7%,n:124","C:4.6%[S:4.6%,D:0.0%],F:3.6%,M:91.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255"
results_lake_bins/15mw_50,bacteria_odb10,85.5,83.9,1.6,6.5,8,124,"C:85.5%[S:83.9%,D:1.6%],F:6.5%,M:8.0%,n:124","C:17.5%[S:17.5%,D:0.0%],F:4.1%,M:78.4%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.2%,M:96.4%,n:255"
